contract,date,prev_close,prev_settlement,open,high,low,close,settlement,price_change,settlement_change,volume,turnover,open_interest,Unnamed: 14
al2501,2024-03-05,18640,18595,18585,18725,18585,18685,18680,90,85,76,709.9875,563,
al2501,2024-03-06,18685,18680,18720,18740,18635,18700,18695,20,15,25,233.7225,554,
al2501,2024-03-07,18700,18695,18725,18755,18705,18755,18725,60,30,16,149.8225,543,
al2501,2024-03-08,18755,18725,18830,18860,18765,18825,18830,100,105,251,2363.51,701,
al2501,2024-03-11,18825,18830,18830,18830,18730,18820,18795,-10,-35,40,375.92,693,
al2501,2024-03-12,18820,18795,18815,18860,18770,18770,18810,-25,15,10,94.0525,694,
al2501,2024-03-13,18770,18810,18820,18890,18780,18870,18865,60,55,100,943.4775,765,
al2501,2024-03-14,18870,18865,18895,19000,18830,18830,18930,-35,65,173,1637.84,873,
al2501,2024-03-15,18830,18930,18815,18980,18815,18975,18930,45,0,144,1363.17,972,
al2501,2024-03-18,18975,18930,18980,19030,18905,18980,18960,50,30,226,2142.9475,1037,
al2501,2024-03-19,18980,18960,19000,19090,18865,18865,18995,-95,35,350,3324.4,1169,
al2501,2024-03-20,18865,18995,18895,19010,18895,18980,18975,-15,-20,190,1803.045,1278,
al2501,2024-03-21,18980,18975,19045,19180,19005,19145,19135,170,160,356,3406.63,1430,
al2501,2024-03-22,19145,19135,19165,19165,19065,19120,19115,-15,-20,58,554.4425,1415,
al2501,2024-03-25,19120,19115,19125,19255,19125,19200,19205,85,90,116,1113.9125,1385,
al2501,2024-03-26,19200,19205,19270,19350,19270,19270,19305,65,100,69,666.0375,1375,
al2501,2024-03-27,19270,19305,19290,19295,19190,19265,19240,-40,-65,150,1443.2725,1391,
al2501,2024-03-28,19265,19240,19180,19310,19180,19300,19270,60,30,166,1599.7025,1495,
al2501,2024-03-29,19300,19270,19315,19460,19315,19430,19380,160,110,150,1453.61,1516,
al2501,2024-04-01,19430,19380,19490,19525,19330,19445,19430,65,50,88,855.045,1516,
al2501,2024-04-02,19445,19430,19460,19470,19370,19450,19430,20,0,61,592.6225,1538,
al2501,2024-04-03,19450,19430,19485,19645,19485,19615,19580,185,150,97,949.7775,1549,
al2501,2024-04-08,19615,19580,19735,20090,19675,19885,19910,305,330,117,1164.8125,1567,
al2501,2024-04-09,19885,19910,19985,20035,19880,19940,19965,30,55,665,6639.38,1835,
al2501,2024-04-10,19940,19965,20035,20230,19960,20230,20075,265,110,452,4536.985,1944,
al2501,2024-04-11,20230,20075,20145,20305,19970,20185,20135,110,60,283,2849.11,1949,
al2501,2024-04-12,20185,20135,20195,20525,20135,20505,20410,370,275,231,2357.7275,2002,
al2501,2024-04-15,20505,20410,20620,21290,20410,20530,20695,120,285,690,7141.27,2217,
al2501,2024-04-16,20530,20695,20550,20550,20025,20055,20265,-640,-430,503,5096.6675,2278,
al2501,2024-04-17,20055,20265,20100,20230,20080,20195,20160,-70,-105,409,4123.28,2367,
al2501,2024-04-18,20195,20160,20255,20310,20095,20295,20235,135,75,486,4917.7925,2634,
al2501,2024-04-19,20295,20235,20300,20440,20135,20240,20240,5,5,416,4210.0225,2813,
al2501,2024-04-22,20240,20240,20345,20710,20300,20405,20470,165,230,843,8629.5575,3106,
al2501,2024-04-23,20405,20470,20390,20480,19950,20000,20095,-470,-375,1202,12077.5975,3564,
al2501,2024-04-24,20000,20095,19840,20165,19825,20100,19965,5,-130,363,3624.485,3547,
al2501,2024-04-25,20100,19965,20100,20290,20090,20290,20135,325,170,929,9354.65,4104,
al2501,2024-04-26,20290,20135,20300,20450,20200,20445,20300,310,165,416,4222.75,4177,
al2501,2024-04-29,20445,20300,20480,20535,20345,20345,20450,45,150,394,4029.5675,4317,
al2501,2024-04-30,20345,20450,20465,20560,20370,20480,20485,30,35,894,9157.6275,4907,
al2501,2024-05-06,20480,20485,20420,20670,20385,20630,20590,145,105,267,2749.2275,4995,
al2501,2024-05-07,20630,20590,20630,20680,20480,20500,20550,-90,-40,485,4983.8475,5207,
al2501,2024-05-08,20500,20550,20490,20535,20315,20330,20410,-220,-140,486,4960.4325,5366,
al2501,2024-05-09,20330,20410,20335,20545,20320,20465,20470,55,60,707,7236.5725,5770,
al2501,2024-05-10,20465,20470,20495,20605,20435,20605,20495,135,25,518,5308.85,5724,
al2501,2024-05-13,20605,20495,20440,20465,20240,20415,20375,-80,-120,789,8038.4175,6026,
al2501,2024-05-14,20415,20375,20530,20565,20390,20450,20480,75,105,585,5991.445,6374,
al2501,2024-05-15,20450,20480,20350,20455,20310,20435,20360,-45,-120,683,6953.765,6742,
al2501,2024-05-16,20435,20360,20500,20810,20380,20675,20540,315,180,1144,11750.185,7050,
al2501,2024-05-17,20675,20540,20560,20880,20560,20880,20760,340,220,604,6270.8875,7184,
al2501,2024-05-20,20880,20760,20915,21250,20860,20920,21025,160,265,705,7412.5925,7269,
al2501,2024-05-21,20920,21025,20850,21490,20805,21020,21090,-5,65,993,10473.2125,7342,
al2501,2024-05-22,21020,21090,21330,21535,21180,21405,21355,315,265,492,5254.5525,7284,
al2501,2024-05-23,21405,21355,21165,21270,20755,20815,20865,-540,-490,2140,22327.755,7661,
al2501,2024-05-24,20815,20865,20860,20990,20830,20860,20875,-5,10,1852,19334.5725,7799,
al2501,2024-05-27,20860,20875,21020,21060,20940,20940,21000,65,125,478,5019.5725,7796,
al2501,2024-05-28,20940,21000,20995,21360,20995,21285,21235,285,235,346,3674.32,7768,
al2501,2024-05-29,21285,21235,21350,21640,21230,21625,21460,390,225,1008,10818.2675,7760,
al2501,2024-05-30,21625,21460,21550,22095,21500,21710,21825,250,365,3246,35429.7575,8762,
al2501,2024-05-31,21710,21825,21605,21675,21430,21650,21570,-175,-255,928,10009.23,8565,
al2501,2024-06-03,21650,21570,21770,21990,21195,21290,21415,-280,-155,856,9167.5925,8422,
al2501,2024-06-04,21290,21415,21380,21535,21330,21490,21430,75,15,553,5926.405,8459,
al2501,2024-06-05,21490,21430,21370,21430,21220,21235,21330,-195,-100,1114,11883.1475,8315,
al2501,2024-06-06,21235,21330,21200,21435,21150,21405,21315,75,-15,721,7685.0525,8355,
al2501,2024-06-07,21405,21315,21375,21570,21335,21380,21425,65,110,534,5721.095,8340,
al2501,2024-06-11,21380,21425,21065,21200,21025,21060,21095,-365,-330,851,8976.3825,8519,
al2501,2024-06-12,21060,21095,21010,21040,20885,20960,20975,-135,-120,576,6042.07,8712,
al2501,2024-06-13,20960,20975,21070,21110,20760,20775,20875,-200,-100,754,7870.7725,8860,
al2501,2024-06-14,20775,20875,20825,20870,20685,20720,20750,-155,-125,632,6557.56,8921,
al2501,2024-06-17,20720,20750,20645,20655,20350,20375,20475,-375,-275,1185,12131.4375,9017,
al2501,2024-06-18,20375,20475,20320,20555,20320,20445,20465,-30,-10,847,8667.1125,9146,
al2501,2024-06-19,20445,20465,20440,20610,20425,20550,20550,85,85,384,3946.39,9174,
al2501,2024-06-20,20550,20550,20600,20675,20560,20660,20605,110,55,374,3854.005,9210,
al2501,2024-06-21,20660,20605,20645,20720,20530,20550,20610,-55,5,320,3297.8475,9205,
al2501,2024-06-24,20550,20610,20480,20540,20405,20405,20460,-205,-150,2796,28604.395,9948,
al2501,2024-06-25,20405,20460,20440,20515,20320,20390,20390,-70,-70,4557,46463.5575,10405,
al2501,2024-06-26,20390,20390,20430,20430,20215,20405,20310,15,-80,1747,17742.5875,10097,
al2501,2024-06-27,20405,20310,20430,20440,20290,20305,20340,-5,30,1064,10822.095,10219,
al2501,2024-06-28,20305,20340,20340,20450,20300,20450,20380,110,40,834,8500.2175,10280,
al2501,2024-07-01,20450,20380,20530,20535,20355,20445,20435,65,55,455,4649.17,10238,
al2501,2024-07-02,20445,20435,20500,20515,20390,20485,20455,50,20,261,2669.91,10262,
al2501,2024-07-03,20485,20455,20510,20615,20470,20615,20550,160,95,458,4706.9625,10371,
al2501,2024-07-04,20615,20550,20650,20685,20560,20560,20635,10,85,440,4540.14,10461,
al2501,2024-07-05,20560,20635,20580,20650,20445,20470,20525,-165,-110,1133,11628.6225,10982,
al2501,2024-07-08,20470,20525,20470,20615,20465,20495,20540,-30,15,507,5206.9225,11042,
al2501,2024-07-09,20495,20540,20510,20610,20480,20600,20540,60,0,680,6984.5175,11222,
al2501,2024-07-10,20600,20540,20600,20600,20205,20250,20360,-290,-180,1654,16839.3675,11639,
al2501,2024-07-11,20250,20360,20300,20385,20280,20340,20340,-20,-20,563,5727.115,11701,
al2501,2024-07-12,20340,20340,20420,20425,20065,20165,20170,-175,-170,2179,21979.0025,11974,
al2501,2024-07-15,20165,20170,20165,20275,20075,20090,20155,-80,-15,1610,16226.9125,11994,
al2501,2024-07-16,20090,20155,20130,20150,19920,19995,19985,-160,-170,3614,36117.665,11900,
al2501,2024-07-17,19995,19985,19890,20025,19855,19890,19920,-95,-65,2316,23069.275,12083,
al2501,2024-07-18,19890,19920,19925,19950,19785,19950,19840,30,-80,4050,40182.6875,13124,
al2501,2024-07-19,19950,19840,19830,19855,19740,19805,19790,-35,-50,3127,30946.72,13268,
al2501,2024-07-22,19805,19790,19760,19840,19640,19640,19725,-150,-65,3213,31690.845,13203,
al2501,2024-07-23,19640,19725,19550,19640,19450,19470,19510,-255,-215,4915,47954.0075,13844,
al2501,2024-07-24,19470,19510,19475,19565,19395,19490,19490,-20,-20,3709,36145.09,15037,
al2501,2024-07-25,19490,19490,19515,19525,19225,19360,19345,-130,-145,5198,50284.94,14871,
al2501,2024-07-26,19360,19345,19320,19465,19270,19425,19345,80,0,2899,28043.42,14984,
al2501,2024-07-29,19425,19345,19455,19575,19370,19385,19465,40,120,2472,24061.5975,14799,
al2501,2024-07-30,19385,19465,19335,19365,19125,19135,19200,-330,-265,6944,66663.65,15183,
al2501,2024-07-31,19135,19200,19050,19345,18995,19330,19180,130,-20,4292,41163.495,15715,
al2501,2024-08-01,19330,19180,19490,19575,19360,19425,19455,245,275,2252,21911.0525,15788,
al2501,2024-08-02,19425,19455,19425,19505,19265,19395,19375,-60,-80,3962,38385.11,16110,
al2501,2024-08-05,19395,19375,19340,19380,19055,19090,19150,-285,-225,5495,52615.22,17286,
al2501,2024-08-06,19090,19150,19040,19165,18930,18990,19030,-160,-120,3902,37129.695,17419,
al2501,2024-08-07,18990,19030,19080,19215,19070,19115,19140,85,110,4439,42488.45,17984,
al2501,2024-08-08,19115,19140,19110,19215,19010,19125,19105,-15,-35,5056,48308.3325,18854,
al2501,2024-08-09,19125,19105,19080,19420,19080,19325,19290,220,185,6197,59775.4575,19690,
al2501,2024-08-12,19325,19290,19400,19450,19260,19365,19345,75,55,3220,31149.9575,19738,
al2501,2024-08-13,19365,19345,19365,19415,19140,19200,19270,-145,-75,4530,43655.465,20780,
al2501,2024-08-14,19200,19270,19200,19335,19165,19195,19220,-75,-50,3660,35180.6175,21240,
al2501,2024-08-15,19195,19220,19195,19390,19190,19365,19285,145,65,3898,37589.0575,21319,
al2501,2024-08-16,19365,19285,19390,19570,19320,19540,19465,255,180,5902,57449.8225,22053,
al2501,2024-08-19,19540,19465,19490,19730,19425,19670,19645,205,180,12011,117987.4975,25848,
al2501,2024-08-20,19670,19645,19735,19815,19640,19760,19740,115,95,8885,87699.04,25915,
al2501,2024-08-21,19760,19740,19935,19935,19710,19880,19805,140,65,10096,100000.665,26266,
al2501,2024-08-22,19880,19805,19860,20000,19760,19925,19895,120,90,5048,50216.3575,27000,
al2501,2024-08-23,19925,19895,19910,19950,19820,19865,19905,-30,10,7158,71241.4825,29250,
al2501,2024-08-26,19865,19905,19940,20060,19910,20025,19990,120,85,4684,46824.04,29828,
al2501,2024-08-27,20025,19990,20025,20075,19925,19995,19990,5,0,3429,34276.275,30042,
al2501,2024-08-28,19995,19990,20010,20140,19995,20015,20065,25,75,3736,37486.7075,30448,
al2501,2024-08-29,20015,20065,19900,20020,19740,19805,19880,-260,-185,6474,64356.1575,30574,
al2501,2024-08-30,19805,19880,19800,19975,19735,19960,19860,80,-20,5745,57048.685,30817,
al2501,2024-09-02,19960,19860,19945,19945,19630,19645,19775,-215,-85,4999,49433.2825,31082,
al2501,2024-09-03,19645,19775,19615,19715,19590,19620,19650,-155,-125,4949,48632.2075,32008,
al2501,2024-09-04,19620,19650,19565,19650,19460,19465,19535,-185,-115,9376,91593.86,33067,
al2501,2024-09-05,19465,19535,19395,19520,19300,19305,19405,-230,-130,8860,85970.81,34527,
al2501,2024-09-06,19305,19405,19350,19465,19280,19385,19360,-20,-45,8333,80670.23,34362,
al2501,2024-09-09,19385,19360,19400,19460,19150,19285,19235,-75,-125,10802,103914.6775,35461,
al2501,2024-09-10,19285,19235,19250,19495,19215,19415,19350,180,115,12197,118017.5625,36212,
al2501,2024-09-11,19415,19350,19380,19455,19255,19450,19320,100,-30,16066,155233.2325,36990,
al2501,2024-09-12,19450,19320,19480,19710,19400,19695,19600,375,280,15708,153965.565,37414,
al2501,2024-09-13,19695,19600,19795,19835,19700,19760,19760,160,160,9803,96854.59,36620,
al2501,2024-09-18,19760,19760,19990,20025,19845,19930,19920,170,160,10855,108117.345,37704,
al2501,2024-09-19,19930,19920,20025,20200,19835,20140,19990,220,70,19503,194961.0825,39733,
al2501,2024-09-20,20140,19990,20110,20155,20000,20085,20070,95,80,14003,140528.615,41644,
al2501,2024-09-23,20085,20070,19995,20010,19765,19770,19850,-300,-220,18112,179779.7375,44268,
al2501,2024-09-24,19770,19850,19820,20045,19820,20010,19930,160,80,12972,129293.1575,43073,
al2501,2024-09-25,20010,19930,20105,20360,20070,20080,20190,150,260,26416,266729.7125,44996,
al2501,2024-09-26,20080,20190,20040,20205,20025,20200,20120,10,-70,14578,146685.155,46047,
al2501,2024-09-27,20200,20120,20400,20515,20275,20505,20400,385,280,22457,229102.4375,48127,
al2501,2024-09-30,20505,20400,20460,20695,20380,20515,20550,115,150,28181,289585.6025,50976,
al2501,2024-10-08,20515,20550,20665,20970,20595,20660,20735,110,185,32343,335342.265,51931,
al2501,2024-10-09,20660,20735,20620,20690,20520,20545,20610,-190,-125,25609,263923.4475,54061,
al2501,2024-10-10,20545,20610,20440,20665,20355,20605,20525,-5,-85,35671,366107.2725,58820,
al2501,2024-10-11,20605,20525,20675,20860,20650,20830,20750,305,225,31904,331061.7625,61470,
al2501,2024-10-14,20830,20750,20950,20990,20745,20895,20890,145,140,33051,345267.1,67653,
al2501,2024-10-15,20895,20890,20750,20875,20565,20640,20745,-250,-145,32817,340407.6475,68681,
al2501,2024-10-16,20640,20745,20590,20775,20590,20720,20705,-25,-40,23989,248370.1825,70748,
al2501,2024-10-17,20720,20705,20795,20870,20535,20555,20745,-150,40,32312,335163.1025,75034,
al2501,2024-10-18,20555,20745,20595,20715,20525,20625,20600,-120,-145,30656,315808.6275,77543,
al2501,2024-10-21,20625,20600,20730,20930,20645,20915,20800,315,200,45903,477498.4675,84835,
al2501,2024-10-22,20915,20800,20835,20880,20685,20835,20795,35,-5,36920,383890.0775,90099,
al2501,2024-10-23,20835,20795,20915,21000,20830,20880,20915,85,120,47318,494911.275,99060,
al2501,2024-10-24,20880,20915,20845,21195,20835,21110,21060,195,145,72458,763040.545,109013,
al2501,2024-10-25,21110,21060,21005,21095,20650,20805,20865,-255,-195,75462,787379.3875,116112,
al2501,2024-10-28,20805,20865,20910,21045,20880,20930,20965,65,100,60057,629690.24,122974,
al2501,2024-10-29,20930,20965,20880,20900,20740,20820,20810,-145,-155,57039,593586.525,127278,
al2501,2024-10-30,20820,20810,20850,20905,20745,20870,20830,60,20,61389,639468.42,127706,
al2501,2024-10-31,20870,20830,20820,20850,20665,20735,20760,-95,-70,71383,741099.2225,142924,
al2501,2024-11-01,20735,20760,20780,20885,20720,20795,20800,35,40,57965,602874.675,142949,
al2501,2024-11-04,20795,20800,20850,20900,20565,20855,20775,55,-25,85569,888959.3175,149391,
al2501,2024-11-05,20855,20775,20825,21045,20785,20985,20930,210,155,71586,749309.2475,155362,
al2501,2024-11-06,20985,20930,21005,21150,20950,20970,21035,40,105,83865,882121.325,166070,
al2501,2024-11-07,20970,21035,20960,21470,20840,21410,21200,375,165,152972,1621564.6175,191089,
al2501,2024-11-08,21410,21200,21600,21790,21530,21670,21645,470,445,142408,1541513.78,209900,
al2501,2024-11-11,21670,21645,21445,21625,21300,21390,21450,-255,-195,138381,1484164.095,207792,
al2501,2024-11-12,21390,21450,21310,21335,20865,20920,21115,-530,-335,144003,1520432.29,203246,
al2501,2024-11-13,20920,21115,20920,20965,20680,20785,20835,-330,-280,109990,1145845.5325,198463,
al2501,2024-11-14,20785,20835,20785,20840,20550,20580,20690,-255,-145,111819,1156996.555,192817,
al2501,2024-11-15,20580,20690,20650,20915,20650,20800,20800,110,110,147621,1535327.76,198725,
al2501,2024-11-18,20800,20800,20955,20955,20290,20515,20550,-285,-250,403195,4143566.0725,208979,
al2501,2024-11-19,20515,20550,20350,20640,20325,20585,20470,35,-80,158446,1621796.69,209101,
al2501,2024-11-20,20585,20470,20540,20840,20520,20800,20690,330,220,132721,1373311.4125,212028,
al2501,2024-11-21,20800,20690,20750,20815,20605,20720,20705,30,15,139136,1440509.9725,205952,
al2501,2024-11-22,20720,20705,20700,20710,20405,20420,20550,-285,-155,173307,1780831.2225,196633,
al2501,2024-11-25,20420,20550,20360,20630,20355,20620,20535,70,-15,145678,1495978.135,190915,
al2501,2024-11-26,20620,20535,20590,20705,20520,20560,20600,25,65,138014,1421613.645,188429,
al2501,2024-11-27,20560,20600,20560,20615,20475,20575,20545,-25,-55,132609,1362476.1475,182760,
al2501,2024-11-28,20575,20545,20555,20570,20220,20225,20355,-320,-190,220877,2248186.205,178741,
al2501,2024-11-29,20225,20355,20235,20455,20220,20390,20335,35,-20,139877,1422211.8425,170438,
al2501,2024-12-02,20390,20335,20370,20480,20320,20390,20385,55,50,118177,1204771.6475,162170,
al2501,2024-12-03,20390,20385,20380,20475,20295,20385,20380,0,-5,102614,1045821.4575,158208,
al2501,2024-12-04,20385,20380,20430,20625,20340,20580,20455,200,75,131287,1342977.1525,156868,
al2501,2024-12-05,20580,20455,20535,20695,20470,20505,20575,50,120,125581,1292023.475,151757,
al2501,2024-12-06,20505,20575,20560,20570,20290,20310,20415,-265,-160,139548,1424627.1675,140486,
al2501,2024-12-09,20310,20415,20290,20415,20275,20340,20340,-75,-75,99306,1010080.5125,132457,
al2501,2024-12-10,20340,20340,20420,20535,20265,20295,20385,-45,45,119605,1219256.0475,125551,
al2501,2024-12-11,20295,20385,20340,20465,20290,20400,20375,15,-10,85819,874401.66,116984,
al2501,2024-12-12,20400,20375,20370,20560,20345,20525,20445,150,70,69696,712583.345,108790,
al2501,2024-12-13,20525,20445,20460,20480,20225,20345,20365,-100,-80,70453,717479.165,100197,
al2501,2024-12-16,20345,20365,20395,20435,20160,20205,20265,-160,-100,53007,537208.0425,93201,
al2501,2024-12-17,20205,20265,20150,20180,19890,19910,20000,-355,-265,53228,532412.35,85554,
al2501,2024-12-18,19910,20000,19880,19975,19835,19920,19895,-80,-105,36713,365253.4,79823,
al2501,2024-12-19,19920,19895,19920,19940,19750,19840,19835,-55,-60,34772,344930.7725,73542,
al2501,2024-12-20,19840,19835,19820,19995,19805,19945,19915,110,80,24185,240828.82,69278,
al2501,2024-12-23,19945,19915,19915,20020,19855,19895,19940,-20,25,28520,284396.1375,63282,
al2501,2024-12-24,19895,19940,19935,19945,19770,19865,19825,-75,-115,28336,280923.51,57192,
al2501,2024-12-25,19865,19825,19950,19985,19810,19880,19880,55,55,31782,315913.4575,51837,
al2501,2024-12-26,19880,19880,19880,19915,19705,19760,19805,-120,-75,24873,246331.3825,44427,
al2501,2024-12-27,19760,19805,19810,19830,19710,19795,19765,-10,-40,19155,189320.1025,37256,
al2501,2024-12-30,19795,19765,19785,19885,19700,19780,19765,15,0,14731,145579.605,31868,
al2501,2024-12-31,19780,19765,19800,19815,19740,19765,19775,0,10,9137,90360.5725,27210,
