contract,date,prev_close,prev_settlement,open,high,low,close,settlement,price_change,settlement_change,volume,turnover,open_interest,Unnamed: 14
al2401,2023-03-09,18420,18385,18390,18460,18360,18425,18410,40,25,21,193.3275,576,
al2401,2023-03-10,18425,18410,18385,18385,18160,18175,18320,-235,-90,61,558.825,605,
al2401,2023-03-13,18175,18320,18110,18335,18075,18325,18190,5,-130,124,1127.93,633,
al2401,2023-03-14,18325,18190,18145,18235,18120,18120,18165,-70,-25,40,363.3225,640,
al2401,2023-03-15,18120,18165,18190,18240,18165,18220,18190,55,25,16,145.5525,642,
al2401,2023-03-16,18220,18190,18005,18065,17960,18005,18005,-185,-185,183,1647.76,678,
al2401,2023-03-17,18005,18005,17980,18120,17930,18075,18025,70,20,33,297.4225,676,
al2401,2023-03-20,18075,18025,18070,18120,17785,17805,17930,-220,-95,116,1040.2025,756,
al2401,2023-03-21,17805,17930,17980,17980,17875,17900,17930,-30,0,45,403.515,738,
al2401,2023-03-22,17900,17930,17950,18005,17950,17970,17970,40,40,10,89.8625,736,
al2401,2023-03-23,17970,17970,18030,18120,18015,18020,18035,50,65,89,802.6725,724,
al2401,2023-03-24,18020,18035,18055,18310,18040,18310,18185,275,150,60,545.6175,710,
al2401,2023-03-27,18310,18185,18265,18280,18240,18255,18265,70,80,21,191.785,716,
al2401,2023-03-28,18255,18265,18280,18465,18280,18410,18390,145,125,29,266.665,717,
al2401,2023-03-29,18410,18390,18405,18475,18365,18380,18420,-10,30,99,911.825,719,
al2401,2023-03-30,18380,18420,18435,18455,18315,18420,18365,0,-55,72,661.2425,727,
al2401,2023-03-31,18420,18365,18455,18480,18380,18430,18445,65,80,19,175.25,730,
al2401,2023-04-03,18430,18445,18350,18405,18350,18375,18375,-70,-70,4,36.755,731,
al2401,2023-04-04,18375,18375,18480,18515,18335,18405,18415,30,40,24,221.0175,736,
al2401,2023-04-06,18405,18415,18275,18380,18275,18345,18330,-70,-85,12,110.0075,737,
al2401,2023-04-07,18345,18330,18305,18450,18305,18450,18405,120,75,16,147.2775,739,
al2401,2023-04-10,18450,18405,18485,18500,18330,18360,18385,-45,-20,82,753.8875,740,
al2401,2023-04-11,18360,18385,18320,18320,18110,18265,18155,-120,-230,48,435.74,746,
al2401,2023-04-12,18265,18155,18195,18225,18150,18160,18180,5,25,69,627.2925,747,
al2401,2023-04-13,18160,18180,18185,18270,18140,18220,18210,40,30,14,127.475,748,
al2401,2023-04-14,18220,18210,18340,18455,18325,18425,18415,215,205,57,524.92,739,
al2401,2023-04-17,18425,18415,18470,18540,18355,18475,18465,60,50,15,138.515,734,
al2401,2023-04-18,18475,18465,18520,18670,18460,18660,18585,195,120,38,353.13,738,
al2401,2023-04-19,18660,18585,18665,18770,18645,18700,18720,115,135,66,617.8175,742,
al2401,2023-04-20,18700,18720,18710,18940,18680,18855,18820,135,100,117,1101.1325,746,
al2401,2023-04-21,18855,18820,18845,18915,18540,18610,18690,-210,-130,41,383.15,757,
